,Course Subject,Course Number,Course Name,Topic,URI
165,AERO,486,Aircraft Stress Analysis,symmetric,http://dbpedia.org/resource/Symmetric_matrix
166,AERO,486,Aircraft Stress Analysis,fuselage,http://dbpedia.org/resource/Fuselage
167,AERO,486,Aircraft Stress Analysis,Structural instability,http://dbpedia.org/resource/Buckling
168,AERO,486,Aircraft Stress Analysis,shear,http://dbpedia.org/resource/Shear_stress
169,AERO,486,Aircraft Stress Analysis,flexure,http://dbpedia.org/resource/Bending
170,AERO,482,Avionic Navigation Systems,air navigation,http://dbpedia.org/resource/Air_navigation
171,AERO,482,Avionic Navigation Systems,communication,http://dbpedia.org/resource/Communication
172,AERO,482,Avionic Navigation Systems,radar,http://dbpedia.org/resource/Radar
173,AERO,482,Avionic Navigation Systems,airborne,http://dbpedia.org/resource/Airborne_early_warning_and_control
174,AERO,482,Avionic Navigation Systems,antenna,http://dbpedia.org/resource/Radio
175,AERO,482,Avionic Navigation Systems,digital,http://dbpedia.org/resource/Digital_electronics
176,AERO,482,Avionic Navigation Systems,flight simulator,http://dbpedia.org/resource/Flight_simulator
177,AERO,490,Capstone Aerospace Engineering Design Project,Aerospace Engineering,http://dbpedia.org/resource/Aerospace_engineering
178,AERO,455,Computational Fluid Dynamics for Aerospace Applications,Computational Fluid Dynamics,http://dbpedia.org/resource/Computational_fluid_dynamics
179,AERO,455,Computational Fluid Dynamics for Aerospace Applications,fluid dynamics,http://dbpedia.org/resource/Fluid_dynamics
180,AERO,455,Computational Fluid Dynamics for Aerospace Applications,CFD,http://dbpedia.org/resource/Computational_fluid_dynamics
181,AERO,455,Computational Fluid Dynamics for Aerospace Applications,geometry,http://dbpedia.org/resource/Geometry
182,AERO,455,Computational Fluid Dynamics for Aerospace Applications,unstructured grid,http://dbpedia.org/resource/Unstructured_grid
183,AERO,455,Computational Fluid Dynamics for Aerospace Applications,CAD,http://dbpedia.org/resource/Computer-aided_design
184,AERO,455,Computational Fluid Dynamics for Aerospace Applications,numerical methods,http://dbpedia.org/resource/Numerical_analysis
185,AERO,455,Computational Fluid Dynamics for Aerospace Applications,Navier-Stokes equations,http://dbpedia.org/resource/Navier–Stokes_equations
186,AERO,455,Computational Fluid Dynamics for Aerospace Applications,turbulence,http://dbpedia.org/resource/Turbulence
187,AERO,455,Computational Fluid Dynamics for Aerospace Applications,User-defined function,http://dbpedia.org/resource/User-defined_function
188,AERO,487,Design of Aircraft Structures,fluid dynamics,http://dbpedia.org/resource/Fluid_dynamics
189,AERO,487,Design of Aircraft Structures,CFD,http://dbpedia.org/resource/Computational_fluid_dynamics
190,AERO,487,Design of Aircraft Structures,geometry,http://dbpedia.org/resource/Geometry
191,AERO,487,Design of Aircraft Structures,unstructured grid,http://dbpedia.org/resource/Unstructured_grid
192,AERO,487,Design of Aircraft Structures,CAD,http://dbpedia.org/resource/Computer-aided_design
193,AERO,487,Design of Aircraft Structures,numerical methods,http://dbpedia.org/resource/Numerical_analysis
194,AERO,487,Design of Aircraft Structures,Navier-Stokes equations,http://dbpedia.org/resource/Navier–Stokes_equations
195,AERO,487,Design of Aircraft Structures,turbulence,http://dbpedia.org/resource/Turbulence
196,AERO,487,Design of Aircraft Structures,User-defined function,http://dbpedia.org/resource/User-defined_function
197,AERO,480,Flight Control Systems,flight dynamics,http://dbpedia.org/resource/Flight_dynamics
198,AERO,480,Flight Control Systems,autopilot,http://dbpedia.org/resource/Autopilot
199,AERO,480,Flight Control Systems,Flight instruments,http://dbpedia.org/resource/Flight_instruments
200,AERO,480,Flight Control Systems,ergonomic,http://dbpedia.org/resource/Human_factors_and_ergonomics
201,AERO,480,Flight Control Systems,avionics,http://dbpedia.org/resource/Avionics
202,AERO,480,Flight Control Systems,HUD,http://dbpedia.org/resource/Head-up_display
203,AERO,480,Flight Control Systems,management systems,http://dbpedia.org/resource/Management_system
204,AERO,480,Flight Control Systems,communication,http://dbpedia.org/resource/Communication
205,AERO,480,Flight Control Systems,flight simulation,http://dbpedia.org/resource/Flight_simulator
206,AERO,480,Flight Control Systems,motion simulator,http://dbpedia.org/resource/Motion_simulator
207,AERO,201,Introduction to Flight and Aerospace Systems,aerodynamics,http://dbpedia.org/resource/Aerodynamics
208,AERO,201,Introduction to Flight and Aerospace Systems,systems integration,http://dbpedia.org/resource/System_integration
209,AERO,371,Modelling and Control Systems,ordinary differential equations,http://dbpedia.org/resource/Ordinary_differential_equation
210,AERO,371,Modelling and Control Systems,electromechanical,http://dbpedia.org/resource/Electromechanics
211,AERO,371,Modelling and Control Systems,transfer function,http://dbpedia.org/resource/Transfer_function
212,AERO,371,Modelling and Control Systems,time domain,http://dbpedia.org/resource/Time_domain
213,AERO,371,Modelling and Control Systems,root-locus,http://dbpedia.org/resource/Root_locus
214,AERO,371,Modelling and Control Systems,frequency response,http://dbpedia.org/resource/Frequency_response
215,AERO,371,Modelling and Control Systems,integral,http://dbpedia.org/resource/Integral
216,AERO,371,Modelling and Control Systems,derivative,http://dbpedia.org/resource/Derivative
217,AERO,371,Modelling and Control Systems,Matlab,http://dbpedia.org/resource/MATLAB
218,AERO,371,Modelling and Control Systems,Simulink,http://dbpedia.org/resource/Simulink
219,AERO,431,Principles of Aeroelasticity,Aeroelasticity,http://dbpedia.org/resource/Aeroelasticity
220,AERO,431,Principles of Aeroelasticity,elastic,http://dbpedia.org/resource/Linear_elasticity
221,AERO,431,Principles of Aeroelasticity,flutter,http://dbpedia.org/resource/Aeroelasticity
222,AERO,431,Principles of Aeroelasticity,bridge,http://dbpedia.org/resource/Bridge
223,AERO,417,Standards Regulations and Certification,international,http://dbpedia.org/resource/International_law
224,AERO,417,Standards Regulations and Certification,FAA,http://dbpedia.org/resource/Federal_Aviation_Administration
225,AERO,417,Standards Regulations and Certification,airworthiness,http://dbpedia.org/resource/Airworthiness
226,AHSC,314,Adolescence: Issues and Intervention,Adolescence,http://dbpedia.org/resource/Adolescence
227,AHSC,314,Adolescence: Issues and Intervention,practical knowledge,http://dbpedia.org/resource/Know-how
228,AHSC,316,Adulthood: Patterns and Transitions,Adulthood,http://dbpedia.org/resource/Adult
229,ADED,370,Workshops for Adult Educators,adult education,http://dbpedia.org/resource/Adult_education
230,ADMI,202,Perspective on Canadian Business,Canadian Business,http://dbpedia.org/resource/Canadian_Business
231,AERO,446,Aerospace Vehicle Performance,fixed-wing aircraft,http://dbpedia.org/resource/Fixed-wing_aircraft
232,AERO,446,Aerospace Vehicle Performance,drag,http://dbpedia.org/resource/Parasitic_drag
233,AERO,446,Aerospace Vehicle Performance,viscosity,http://dbpedia.org/resource/Viscosity
234,AERO,446,Aerospace Vehicle Performance,compressibility,http://dbpedia.org/resource/Compressibility
235,AERO,446,Aerospace Vehicle Performance,piston,http://dbpedia.org/resource/Reciprocating_engine
236,AERO,446,Aerospace Vehicle Performance,turboprop,http://dbpedia.org/resource/Turboprop
237,AERO,446,Aerospace Vehicle Performance,turbojet,http://dbpedia.org/resource/Turbojet
238,AERO,446,Aerospace Vehicle Performance,turbofan,http://dbpedia.org/resource/Turbofan
239,AERO,446,Aerospace Vehicle Performance,Advanced aircraft systems,http://dbpedia.org/resource/Avionics
240,AERO,465,Gas Turbine Design,energy,http://dbpedia.org/resource/Energy
241,AERO,465,Gas Turbine Design,drag,http://dbpedia.org/resource/Lift-induced_drag
242,AERO,465,Gas Turbine Design,physics,http://dbpedia.org/resource/Physics
243,AERO,465,Gas Turbine Design,viscous,http://dbpedia.org/resource/Viscosity
244,AERO,465,Gas Turbine Design,creep,http://dbpedia.org/resource/Downhill_creep
245,AERO,465,Gas Turbine Design,fatigue,http://dbpedia.org/resource/Solder_fatigue
246,AERO,465,Gas Turbine Design,corrosion,http://dbpedia.org/resource/Corrosion
247,AERO,465,Gas Turbine Design,acoustics,http://dbpedia.org/resource/Acoustics
248,AERO,483,Integration of Avionics Systems,avionics,http://dbpedia.org/resource/Avionics
249,AERO,483,Integration of Avionics Systems,Earth,http://dbpedia.org/resource/Earth
250,AERO,483,Integration of Avionics Systems,geometry,http://dbpedia.org/resource/Geometry
251,AERO,483,Integration of Avionics Systems,Newton,http://dbpedia.org/resource/Isaac_Newton
252,AERO,483,Integration of Avionics Systems,inertial navigation,http://dbpedia.org/resource/Inertial_navigation_system
253,AERO,483,Integration of Avionics Systems,INS,http://dbpedia.org/resource/Inertial_navigation_system
254,AERO,483,Integration of Avionics Systems,Global Positioning System (GPS),http://dbpedia.org/resource/Global_Positioning_System
255,AERO,483,Integration of Avionics Systems,differential,http://dbpedia.org/resource/Differential_equation
256,AERO,483,Integration of Avionics Systems,GPS,http://dbpedia.org/resource/Global_Positioning_System
257,AERO,483,Integration of Avionics Systems,terrestrial,http://dbpedia.org/resource/Earth
258,AERO,483,Integration of Avionics Systems,radio navigation,http://dbpedia.org/resource/Radio_navigation
259,AERO,290,Introduction to Aircraft Design,avionics,http://dbpedia.org/resource/Avionics
260,AERO,290,Introduction to Aircraft Design,flight controls,http://dbpedia.org/resource/Aircraft_flight_control_system
261,AERO,290,Introduction to Aircraft Design,hydraulic,http://dbpedia.org/resource/Hydraulics
262,AERO,290,Introduction to Aircraft Design,airfoil,http://dbpedia.org/resource/Airfoil
263,AERO,290,Introduction to Aircraft Design,wing loading,http://dbpedia.org/resource/Wing_loading
264,AERO,290,Introduction to Aircraft Design,fuselage,http://dbpedia.org/resource/Fuselage
265,AERO,290,Introduction to Aircraft Design,surface sizing,http://dbpedia.org/resource/Sizing
266,AERO,485,Introduction to Space Systems,space propulsion,http://dbpedia.org/resource/Spacecraft_propulsion
267,AERO,485,Introduction to Space Systems,rocket,http://dbpedia.org/resource/Rocket_engine
268,AERO,485,Introduction to Space Systems,nozzle,http://dbpedia.org/resource/Rocket_engine_nozzle
269,AERO,485,Introduction to Space Systems,orbital mechanics,http://dbpedia.org/resource/Orbital_mechanics
270,AERO,485,Introduction to Space Systems,chemical propellant,http://dbpedia.org/resource/Propellant
271,AERO,485,Introduction to Space Systems,solid propellant,http://dbpedia.org/resource/Propellant
272,AERO,481,Materials Engineering for Aerospace,Materials Engineering,http://dbpedia.org/resource/Materials_science
273,AERO,481,Materials Engineering for Aerospace,fracture,http://dbpedia.org/resource/Fracture
274,AERO,481,Materials Engineering for Aerospace,fatigue,http://dbpedia.org/resource/Solder_fatigue
275,AERO,481,Materials Engineering for Aerospace,corrosion,http://dbpedia.org/resource/Corrosion
276,AERO,462,Turbomachinery and Propulsion,Turbomachinery,http://dbpedia.org/resource/Turbomachinery
277,AERO,462,Turbomachinery and Propulsion,Aircraft design process,http://dbpedia.org/resource/Aircraft_design_process
278,AERO,462,Turbomachinery and Propulsion,Rotary,http://dbpedia.org/resource/Wankel_engine
279,AERO,462,Turbomachinery and Propulsion,aerodynamics,http://dbpedia.org/resource/Aerodynamics
280,AERO,462,Turbomachinery and Propulsion,fatigue,http://dbpedia.org/resource/Solder_fatigue
281,AERO,462,Turbomachinery and Propulsion,gas turbine,http://dbpedia.org/resource/Gas_turbine
282,AERO,462,Turbomachinery and Propulsion,turboprop,http://dbpedia.org/resource/Turboprop
283,AERO,462,Turbomachinery and Propulsion,turbofan,http://dbpedia.org/resource/Turbofan
284,AERO,462,Turbomachinery and Propulsion,turbojet,http://dbpedia.org/resource/Turbojet
285,AERO,462,Turbomachinery and Propulsion,Energy transfer,http://dbpedia.org/resource/Energy
286,AERO,462,Turbomachinery and Propulsion,Euler equation,http://dbpedia.org/resource/List_of_things_named_after_Leonhard_Euler
287,AERO,462,Turbomachinery and Propulsion,velocity,http://dbpedia.org/resource/Velocity
288,AERO,462,Turbomachinery and Propulsion,Dimensional analysis,http://dbpedia.org/resource/Dimensional_analysis
289,AERO,462,Turbomachinery and Propulsion,turbine,http://dbpedia.org/resource/Turbine
290,AHSC,400,Advanced Facilitation and Ethics,group dynamics,http://dbpedia.org/resource/Group_dynamics
291,AHSC,456,Advanced Family Life Education,energy,http://dbpedia.org/resource/Energy
292,AHSC,456,Advanced Family Life Education,resource management,http://dbpedia.org/resource/Resource_management
293,AHSC,470,Basic Human Relations Laboratory,group dynamics,http://dbpedia.org/resource/Group_dynamics
294,AHSC,445,Community Development II,group dynamics,http://dbpedia.org/resource/Group_dynamics
295,AHSC,451,Counselling Skills and Concepts,verbal behaviour,http://dbpedia.org/resource/Verbal_Behavior
296,AHSC,403,Cultivating Creativity and Social Innovation,Social Innovation,http://dbpedia.org/resource/Social_innovation
297,AHSC,320,Family and Youth Legislation,child advocacy,http://dbpedia.org/resource/Child_advocacy
298,AHSC,313,Family Communication,communication,http://dbpedia.org/resource/Communication
299,AHSC,355,Foundations of Family Life Education,North America,http://dbpedia.org/resource/North_America
300,AHSC,322,Fundamentals of Child- and Youth-Care Work,care work,http://dbpedia.org/resource/Care_work
301,AHSC,323,Gender and Leisure,gender identity,http://dbpedia.org/resource/Gender_identity
